td_x1_d,adrc_u,eso_z3,eso_z2,esf_e1_d,eso_z1_d,yaw_actual,yaw_dps,yaw_imu_d,yawenc
-171.467,-9.75553,388.048,-1.09091,-4.75637,-166.711,-166.696,0.750085,4.37196,85.2846
-171.467,-9.77021,388.637,-1.09973,-4.75618,-166.711,-166.696,-0.287513,4.37138,85.2846
-171.467,-9.78487,389.225,-1.10833,-4.75597,-166.711,-166.696,-0.714759,4.36996,85.2846
-171.467,-9.79953,389.815,-1.11587,-4.75575,-166.711,-166.696,-0.409583,4.36914,85.2901
-171.467,-9.81424,390.422,-1.11424,-4.75552,-166.712,-166.696,-0.0433721,4.36905,85.2846
-171.467,-9.82942,391.03,-1.11234,-4.75533,-166.712,-166.696,0.200769,4.36946,85.2846
-171.467,-9.84462,391.746,-1.05382,-4.75514,-166.712,-166.694,0.505944,4.37047,85.2846
-171.467,-9.86284,392.442,-1.00766,-4.75531,-166.711,-166.694,0.628015,4.37172,85.2956
-171.467,-9.88046,393.145,-0.958406,-4.75555,-166.711,-166.694,0.505944,4.37273,85.2846
-171.467,-9.89831,393.637,-1.02088,-4.75589,-166.711,-166.699,-0.0433721,4.37265,85.2846
-171.467,-9.91027,394.139,-1.07651,-4.75563,-166.712,-166.699,-0.897864,4.37085,85.2846
-171.467,-9.92252,394.655,-1.12349,-4.75527,-166.712,-166.699,-0.958899,4.36893,85.2846
-171.467,-9.93517,395.187,-1.16061,-4.75485,-166.713,-166.699,-0.165442,4.3686,85.2846
-171.467,-9.94828,395.738,-1.18727,-4.75439,-166.713,-166.699,0.505944,4.36961,85.2846
-171.467,-9.96191,396.307,-1.20372,-4.75392,-166.714,-166.699,0.93319,4.37149,85.2846
-171.467,-9.97604,396.894,-1.21021,-4.75346,-166.714,-166.699,0.444909,4.37237,85.2846
-171.467,-9.99068,397.513,-1.19995,-4.75302,-166.714,-166.698,-0.409583,4.37156,85.2846
-171.467,-10.0062,398.145,-1.18347,-4.75268,-166.715,-166.698,-1.01993,4.36951,85.2846
-171.467,-10.0221,398.786,-1.16231,-4.7524,-166.715,-166.698,-0.592689,4.36833,85.2846
-171.467,-10.0382,399.342,-1.18597,-4.75219,-166.715,-166.701,0.261804,4.36885,85.2901
-171.467,-10.052,400.029,-1.14086,-4.75174,-166.715,-166.698,0.872155,4.37059,85.2901
-171.467,-10.0694,400.608,-1.15293,-4.75167,-166.716,-166.701,0.93319,4.37246,85.2956
-171.467,-10.0838,401.237,-1.13888,-4.75133,-166.716,-166.7,0.0786982,4.37262,85.2846
-171.467,-10.0996,401.783,-1.16808,-4.75113,-166.716,-166.702,-0.409583,4.37181,85.2901
-171.467,-10.1131,402.463,-1.12697,-4.7507,-166.716,-166.699,-0.531653,4.37075,85.2846
-171.467,-10.1303,403.146,-1.08488,-4.75064,-166.716,-166.699,-0.348548,4.37005,85.2846
-171.467,-10.1476,403.736,-1.09261,-4.75068,-166.716,-166.701,-0.287513,4.36947,85.2846
-171.467,-10.1623,404.341,-1.09258,-4.75049,-166.717,-166.701,0.628015,4.37072,85.2901
-171.467,-10.1774,404.974,-1.07766,-4.75034,-166.717,-166.701,1.2994,4.37333,85.2901
-171.467,-10.1933,405.629,-1.05132,-4.75029,-166.717,-166.7,-0.165442,4.373,85.2846
-171.467,-10.2098,406.379,-0.976523,-4.75033,-166.716,-166.698,-1.08097,4.37083,85.2846
-171.467,-10.229,407.017,-0.961615,-4.75074,-166.716,-166.7,-0.775794,4.36928,85.2901
-171.467,-10.245,407.667,-0.941187,-4.75093,-166.716,-166.7,-0.348548,4.36858,85.2901
-171.467,-10.2614,408.324,-0.917344,-4.75119,-166.715,-166.699,0.505944,4.3696,85.2846
-171.467,-10.2779,408.877,-0.948512,-4.75152,-166.715,-166.701,0.68905,4.37098,85.2846
-171.467,-10.2916,409.437,-0.975289,-4.75154,-166.715,-166.701,-0.0433721,4.37089,85.2846
-171.467,-10.3054,410.004,-0.997494,-4.75153,-166.715,-166.701,0.0786982,4.37105,85.2901
-171.467,-10.3195,410.687,-0.958855,-4.75149,-166.715,-166.698,-0.165442,4.37071,85.2901
-171.467,-10.3368,411.372,-0.920044,-4.75179,-166.715,-166.698,-0.714759,4.36928,85.2846
-171.467,-10.3541,412.039,-0.891449,-4.75217,-166.714,-166.698,-0.592689,4.36809,85.2846
-171.467,-10.371,412.597,-0.921073,-4.75257,-166.714,-166.7,0.505944,4.3691,85.2846
-171.467,-10.3847,413.17,-0.941577,-4.75266,-166.714,-166.7,0.93319,4.37097,85.2901
-171.467,-10.399,413.665,-1.00227,-4.75275,-166.714,-166.702,0.628015,4.37223,85.2901
-171.467,-10.411,414.193,-1.04466,-4.75253,-166.715,-166.701,-0.165442,4.37191,85.2791
